x,y
3975.02,-1.6318261350000001e-07
3974.97,-1.939784094e-07
3974.92,-3.7523907e-08
3974.87,-6.55822584e-08
3974.8199999999997,-2.580709887e-07
3974.77,-1.777811049e-07
3974.72,-1.7708082840000001e-07
3974.6583333333333,-1.82781261e-07
3974.5966666666664,-7.75196991e-08
3974.535,-1.65665412e-08
3974.4733333333334,-1.45984914e-07
3974.4116666666664,-1.229849235e-07
3974.35,-7.22012355e-08
3974.29,-2.461735638e-07
3974.23,-2.1127796730000002e-07
3974.17,-2.3087479590000001e-07
3974.1099999999997,-8.85185874e-08
3974.0499999999997,-4.91721426e-08
3973.99,-1.846783737e-07
3973.93,-1.008889263e-07
3973.87,-2.121783228e-07
3973.81,-1.8018023400000002e-07
3973.75,-1.43583966e-07
3973.69,-2.210745627e-07
3973.63,-2.525742729e-07
3973.57,-1.830813795e-07
3973.51,-1.948787649e-07
3973.45,-1.736813043e-07
3973.39,2.82366036e-08
3973.33,-2.95262037e-08
3973.27,6.049297620000001e-08
3973.21,7.75997307e-08
3973.15,-2.92952034e-08
3973.09,-5.0183451e-08
3973.0299999999997,-2.265749163e-07
3972.97,-9.47083041e-08
3972.91,-1.185868233e-07
3972.85,-1.1888512290000001e-07
3972.79,-1.40164434e-08
3972.73,8.796200400000001e-09
3972.67,-1.15263693e-08
3972.61,-1.2608614800000002e-07
3972.55,-5.92324785e-08
3972.4883333333337,-1.24885674e-07
3972.4266666666667,-1.339856307e-07
3972.365,-1.3138460370000002e-07
3972.3033333333333,-8.99100459e-08
3972.241666666667,4.0834305e-08
3972.18,-5.65332309e-08
3972.12,-4.44029868e-08
3972.06,-3.40661781e-08
3972.0,-8.61594741e-08
3971.94,-2.280755088e-07
3971.88,-1.157857173e-07
3971.82,-1.45257354e-08
3971.76,-1.0018864980000001e-07
3971.7000000000003,1.09170378e-08
3971.6400000000003,-9.563958090000001e-08
3971.58,-1.7987102100000002e-08
3971.52,-4.2253047e-09
3971.46,-5.47634412e-08
3971.4,2.25052497e-08
3971.34,-1.547829333e-07
3971.2799999999997,-1.337855517e-07
3971.22,-1.268846451e-07
3971.16,-1.373851548e-07
3971.1,-9.824788350000001e-08
3971.04,8.040993120000001e-08
3970.98,-2.1935934e-09
3970.92,-1.767807099e-07
3970.8599999999997,-6.95329092e-08
3970.7999999999997,-3.400633629e-07
3970.74,-1.280851191e-07
3970.68,4.66238637e-08
3970.62,-1.958791599e-07
3970.56,-9.17889696e-08
3970.5,-8.78401377e-08
3970.44,-2.0462625e-09
3970.38,-8.13302946e-08
3970.32,-2.7947034720000003e-07
3970.26,-1.114858377e-07
3970.2,-1.213861104e-07
3970.14,-1.870793217e-07
3970.08,-1.24885674e-07
3970.02,-1.205857944e-07
3969.9583333333335,-2.202760656e-07
3969.8966666666665,-2.764709811e-07
3969.835,-3.015681633e-07
3969.7733333333335,-1.465833321e-07
3969.7116666666666,-1.166860728e-07
3969.65,-2.00279079e-07
3969.59,-1.393841259e-07
3969.53,-2.050773372e-07
3969.4700000000003,-1.5868265490000002e-07
3969.41,-1.9757801250000002e-07
3969.35,-2.1927748950000001e-07
3969.29,-1.176864678e-07
3969.23,-1.273848426e-07
3969.17,-1.207858734e-07
3969.1099999999997,-1.98278289e-07
3969.0499999999997,-1.0848829050000001e-07
3968.99,-1.372851153e-07
3968.93,-1.8547868970000002e-07
3968.87,-8.85786111e-08
3968.81,-2.544732045e-07
3968.75,-1.713822147e-07
3968.69,-1.96568523e-08
3968.63,-1.225865844e-07
3968.57,-1.80671337e-08
3968.51,3.30657831e-08
3968.4500000000003,-1.2508575300000002e-07
3968.3900000000003,-9.233827740000001e-08
3968.33,-1.663820586e-07
3968.27,-1.072878165e-07
3968.21,-1.97659863e-08
3968.15,-1.482821847e-07
3968.09,-1.1758642830000001e-07
3968.0299999999997,-1.3718507580000001e-07
3967.97,-1.61682021e-07
3967.91,-5.73717438e-08
3967.85,-1.22884884e-07
3967.7883333333334,-1.4808210570000002e-07
