x,y
3975.02,1.05896395176e-06
3974.97,1.35595373628e-06
3974.92,1.14896109042e-06
3974.87,1.01696552958e-06
3974.8199999999997,1.15596090324e-06
3974.77,1.16796058236e-06
3974.72,1.13396149152e-06
3974.6583333333333,1.02996518196e-06
3974.5966666666664,1.2079595127599999e-06
3974.535,1.1129625078e-06
3974.4733333333334,1.01596601106e-06
3974.4116666666664,1.01596601106e-06
3974.35,8.7147010236e-07
3974.29,1.01196611802e-06
3974.23,9.743668506e-07
3974.17,1.03296510174e-06
3974.1099999999997,1.08896314956e-06
3974.0499999999997,1.00996571676e-06
3973.99,9.0186947136e-07
3973.93,8.8906990458e-07
3973.87,1.24895796168e-06
3973.81,1.1479615719e-06
3973.75,1.02696480744e-06
3973.69,9.168690702599999e-07
3973.63,9.062695356e-07
3973.57,1.21495932558e-06
3973.51,1.00696579698e-06
3973.45,9.7206723042e-07
3973.39,1.02096542262e-06
3973.33,8.6047085124e-07
3973.27,8.972693215199999e-07
3973.21,8.9906963718e-07
3973.15,9.496676475e-07
3973.09,1.03096515522e-06
3973.0299999999997,1.09996285542e-06
3972.97,9.7156656168e-07
3972.91,9.2806840698e-07
3972.85,9.5626774386e-07
3972.79,1.06096389828e-06
3972.73,1.18396015452e-06
3972.67,9.599675085e-07
3972.61,1.04096488782e-06
3972.55,9.944663586e-07
3972.4883333333337,9.106691451e-07
3972.4266666666667,1.11096256128e-06
3972.365,1.04796470064e-06
3972.3033333333333,1.21195895106e-06
3972.241666666667,1.22695854996e-06
3972.18,1.10796218676e-06
3972.12,1.02196539588e-06
3972.06,1.00196593068e-06
3972.0,1.04596475412e-06
3971.94,9.1236941796e-07
3971.88,8.816703753e-07
3971.82,9.5376758334e-07
3971.76,1.1419612775999999e-06
3971.7000000000003,9.547675566e-07
3971.6400000000003,8.9766949272e-07
3971.58,1.0749639786599999e-06
3971.52,8.6897039658e-07
3971.46,9.028694446199999e-07
3971.4,8.4287150376e-07
3971.34,9.1296922002e-07
3971.2799999999997,8.1437203848e-07
3971.22,7.260756274199999e-07
3971.16,9.374683375199999e-07
3971.1,8.105722310399999e-07
3971.04,9.767669683199999e-07
3970.98,1.00996571676e-06
3970.92,9.944663586e-07
3970.8599999999997,1.09096309608e-06
3970.7999999999997,7.8087361638e-07
3970.74,8.2407209742e-07
3970.68,8.631710973599999e-07
3970.62,8.756700809999999e-07
3970.56,9.9816612324e-07
3970.5,9.1916869044e-07
3970.44,9.226688242199999e-07
3970.38,9.25668744e-07
3970.32,8.6307105456e-07
3970.26,8.342719156199999e-07
3970.2,9.8316697908e-07
3970.14,8.854701827399999e-07
3970.08,8.6687040726e-07
3970.02,1.03996491456e-06
3969.9583333333335,8.8217013456e-07
3969.8966666666665,9.3026889384e-07
3969.835,1.0189654760999999e-06
3969.7733333333335,9.0476934834e-07
3969.7116666666666,9.058693644e-07
3969.65,8.796704287799999e-07
3969.59,8.458709688e-07
3969.53,9.2236869582e-07
3969.4700000000003,8.6507100108e-07
3969.41,8.105722310399999e-07
3969.35,9.7876691484e-07
3969.29,9.8126662062e-07
3969.23,9.325685140199999e-07
3969.17,1.09996285542e-06
3969.1099999999997,1.01096569002e-06
3969.0499999999997,7.531744935e-07
3968.99,8.860699848e-07
3968.93,9.7156656168e-07
3968.87,8.1407236482e-07
3968.81,8.7427039128e-07
3968.75,9.1886901678e-07
3968.69,8.640705730799999e-07
3968.63,7.8737276046e-07
3968.57,7.428746325e-07
3968.51,8.6767029492e-07
3968.4500000000003,9.4276833222e-07
3968.3900000000003,9.2216861022e-07
3968.33,8.972693215199999e-07
3968.27,8.8897031652e-07
3968.21,8.4467090994e-07
3968.15,7.4217478764e-07
3968.09,6.89476788e-07
3968.0299999999997,9.008694981e-07
3967.97,9.9266649768e-07
3967.91,7.9947293712e-07
3967.85,9.1216933236e-07
3967.7883333333334,8.888698189799999e-07
3967.7266666666665,8.4557129514e-07
3967.665,9.749671074e-07
3967.6033333333335,8.865701988e-07
3967.5416666666665,7.9857300666e-07
3967.48,6.8047657392e-07
3967.42,8.1387227922e-07
3967.36,8.8237022016e-07
3967.3,9.9606658866e-07
3967.24,7.4717465394e-07
3967.18,6.0947938194e-07
