x,y
7797.62,1.520015390289e-05
7797.138333333333,1.520015390289e-05
7796.656666666667,1.520015390289e-05
7796.175,1.520015390289e-05
7795.693333333334,1.520015390289e-05
7795.211666666667,1.520015390289e-05
7794.73,1.520015390289e-05
7794.248333333333,1.520015390289e-05
7793.766666666666,1.520015390289e-05
7793.285,1.520015390289e-05
7792.803333333333,1.520015390289e-05
7792.321666666667,1.520015390289e-05
7791.84,1.520015390289e-05
7791.3575,1.520015390289e-05
7790.875,1.520015390289e-05
7790.3925,1.520015390289e-05
7789.91,1.520015390289e-05
7789.4275,1.520015390289e-05
7788.945,1.520015390289e-05
7788.462500000001,1.520015390289e-05
7787.9800000000005,1.520015390289e-05
7787.4975,1.520015390289e-05
7787.015,1.520015390289e-05
7786.5325,1.520015390289e-05
7786.05,1.520015390289e-05
7785.568333333334,1.520015390289e-05
7785.086666666667,1.520015390289e-05
7784.6050000000005,1.520015390289e-05
7784.123333333334,1.520015390289e-05
7783.641666666667,1.520015390289e-05
7783.16,1.520015390289e-05
7782.678333333333,1.520015390289e-05
7782.196666666667,1.520015390289e-05
7781.715,1.520015390289e-05
7781.233333333334,1.520015390289e-05
7780.751666666667,1.520015390289e-05
7780.27,1.520015390289e-05
7779.7875,1.520015390289e-05
7779.305,1.520015390289e-05
7778.8225,1.520015390289e-05
7778.34,1.520015390289e-05
7777.8575,1.520015390289e-05
7777.375,1.520015390289e-05
7776.8925,1.520015390289e-05
7776.41,1.520015390289e-05
7775.9275,1.520015390289e-05
7775.445,1.520015390289e-05
7774.9625,1.520015390289e-05
7774.48,1.520015390289e-05
7773.998333333333,1.520015390289e-05
7773.516666666666,1.520015390289e-05
7773.035,1.520015390289e-05
7772.553333333333,1.520015390289e-05
7772.071666666667,1.520015390289e-05
7771.59,1.520015390289e-05
7771.108333333333,1.520015390289e-05
7770.626666666666,1.509979737636e-05
7770.1449999999995,1.509979737636e-05
7769.663333333333,1.509979737636e-05
7769.181666666666,1.509979737636e-05
7768.7,1.509979737636e-05
7768.2175,1.509979737636e-05
7767.735,1.509979737636e-05
7767.2525,1.509979737636e-05
7766.7699999999995,1.509979737636e-05
7766.287499999999,1.509979737636e-05
7765.805,1.509979737636e-05
7765.3225,1.509979737636e-05
7764.84,1.509979737636e-05
7764.3575,1.509979737636e-05
7763.875,1.509979737636e-05
7763.3925,1.509979737636e-05
7762.91,1.509979737636e-05
7762.4275,1.509979737636e-05
7761.945,1.509979737636e-05
7761.4625,1.509979737636e-05
7760.98,1.509979737636e-05
7760.4974999999995,1.509979737636e-05
7760.014999999999,1.509979737636e-05
7759.5325,1.509979737636e-05
7759.05,1.509979737636e-05
7758.5675,1.509979737636e-05
7758.085,1.509979737636e-05
7757.6025,1.509979737636e-05
7757.12,1.509979737636e-05
7756.638333333333,1.509979737636e-05
7756.156666666667,1.509979737636e-05
7755.675,1.509979737636e-05
7755.193333333334,1.509979737636e-05
7754.711666666667,1.509979737636e-05
7754.23,1.509979737636e-05
7753.748333333333,1.509979737636e-05
7753.266666666666,1.509979737636e-05
7752.785,1.509979737636e-05
7752.303333333333,1.520015390289e-05
7751.821666666667,1.520015390289e-05
7751.34,1.520015390289e-05
7750.8575,1.520015390289e-05
7750.375,1.520015390289e-05
7749.8925,1.520015390289e-05
7749.41,1.509979737636e-05
7748.9275,1.509979737636e-05
7748.445,1.509979737636e-05
7747.962500000001,1.509979737636e-05
7747.4800000000005,1.509979737636e-05
7746.9975,1.509979737636e-05
7746.515,1.509979737636e-05
7746.0325,1.509979737636e-05
7745.55,1.509979737636e-05
7745.068333333334,1.509979737636e-05
7744.586666666667,1.509979737636e-05
7744.1050000000005,1.509979737636e-05
7743.623333333334,1.509979737636e-05
7743.141666666667,1.509979737636e-05
7742.66,1.509979737636e-05
7742.178333333333,1.509979737636e-05
7741.696666666667,1.509979737636e-05
7741.215,1.500029859792e-05
7740.733333333334,1.500029859792e-05
7740.251666666667,1.500029859792e-05
7739.77,1.500029859792e-05
7739.2875,1.500029859792e-05
7738.805,1.500029859792e-05
7738.3225,1.4899942071390001e-05
7737.84,1.4899942071390001e-05
7737.3575,1.4899942071390001e-05
7736.875,1.4899942071390001e-05
